order_id,date,customer_id,region,category,channel,payment_method,quantity,revenue_pkr,cost_pkr,profit_pkr,returned
PK-2024-01351,2024-02-14,C-0825,Punjab,Groceries,Online,Cash on Delivery,2,14139.38,11080.67,3058.71,False
PK-2024-00585,2024-02-15,C-0861,Punjab,Electronics,Online,Card,2,38709.77,30553.23,8156.54,False
PK-2024-00658,2024-02-15,C-0873,Balochistan,Beauty & Personal Care,Online,Easypaisa,2,16168.87,12788.18,3380.7,True
PK-2024-00350,2024-02-15,C-0262,KPK,Home & Living,Online,JazzCash,1,13353.2,10908.34,2444.86,False
PK-2024-02474,2024-02-15,C-0307,KPK,Electronics,Online,Card,4,31010.56,25505.97,5504.59,False
PK-2024-00388,2024-02-15,C-0640,Punjab,Fashion,Online,Card,4,28746.07,23853.91,4892.17,False
PK-2024-00360,2024-02-16,C-0842,Punjab,Electronics,Online,Easypaisa,3,65743.28,48212.75,17530.54,False
PK-2024-02246,2024-02-16,C-0606,Punjab,Electronics,Wholesale,Card,1,12931.52,10487.98,2443.55,False
PK-2024-02187,2024-02-16,C-0260,Sindh,Groceries,Mobile App,Cash on Delivery,2,10747.32,8570.13,2177.19,False
PK-2024-00807,2024-02-16,C-0632,Punjab,Fashion,In-Store,Cash on Delivery,2,16152.63,12323.06,3829.58,False
PK-2024-01153,2024-02-17,C-0226,Punjab,Fashion,In-Store,Card,1,10077.18,8272.41,1804.78,False
PK-2024-01155,2024-02-17,C-0403,Balochistan,Fashion,Online,Card,2,13420.07,9960.4,3459.67,False
PK-2024-00940,2024-02-17,C-0476,Punjab,Electronics,Online,Easypaisa,1,10304.58,8641.23,1663.34,True
PK-2024-00158,2024-02-17,C-0328,Sindh,Home & Living,In-Store,Card,1,11449.86,9407.67,2042.19,False
PK-2024-01513,2024-02-17,C-0131,Punjab,Electronics,Online,JazzCash,2,16151.46,13142.87,3008.59,False
PK-2024-01961,2024-02-17,C-0273,Punjab,Groceries,Online,Card,1,25050.2,18661.05,6389.15,False
PK-2024-01388,2024-02-17,C-0346,KPK,Groceries,Online,Easypaisa,4,53491.94,39933.73,13558.22,False
PK-2024-02347,2024-02-18,C-0187,Punjab,Home & Living,In-Store,Cash on Delivery,3,31734.6,27045.86,4688.74,False
PK-2024-01458,2024-02-18,C-0520,Punjab,Others,Mobile App,Card,2,19551.54,15914.41,3637.13,False
PK-2024-02112,2024-02-18,C-0480,Punjab,Beauty & Personal Care,Mobile App,Card,3,36708.82,26657.38,10051.44,False
PK-2024-01657,2024-02-18,C-0826,Punjab,Fashion,Online,JazzCash,3,24700.2,19735.86,4964.34,False
PK-2024-01602,2024-02-18,C-0837,Sindh,Electronics,In-Store,JazzCash,2,17915.59,13211.46,4704.12,False
PK-2024-00987,2024-02-18,C-0320,Balochistan,Electronics,In-Store,Easypaisa,4,37287.68,27920.03,9367.65,False
PK-2024-00680,2024-02-18,C-0068,KPK,Electronics,Mobile App,Card,3,26243.21,22019.18,4224.03,False
PK-2024-02283,2024-02-19,C-0570,KPK,Beauty & Personal Care,In-Store,JazzCash,2,15935.68,12285.01,3650.67,False
PK-2024-00671,2024-02-19,C-0220,Punjab,Groceries,Online,JazzCash,3,28274.27,23985.48,4288.79,False
PK-2024-01721,2024-02-19,C-0489,Islamabad,Beauty & Personal Care,In-Store,Cash on Delivery,3,38569.5,29823.48,8746.02,False
PK-2024-01369,2024-02-20,C-0059,Sindh,Fashion,In-Store,Cash on Delivery,2,17612.01,13113.69,4498.32,False
PK-2024-01180,2024-02-20,C-0017,Sindh,Electronics,Online,JazzCash,1,21988.66,17118.04,4870.62,False
PK-2024-00368,2024-02-20,C-0335,Punjab,Sports,Mobile App,Easypaisa,1,13093.4,10235.69,2857.7,True
PK-2024-02430,2024-02-20,C-0193,Punjab,Fashion,Mobile App,Cash on Delivery,4,90213.56,69091.14,21122.42,False
PK-2024-01681,2024-02-20,C-0151,KPK,Home & Living,In-Store,Card,1,11633.22,8867.43,2765.79,False
PK-2024-02033,2024-02-21,C-0590,Punjab,Electronics,In-Store,Easypaisa,4,42378.07,30329.35,12048.72,False
PK-2024-00436,2024-02-21,C-0570,Sindh,Home & Living,Mobile App,Card,2,41701.04,33470.33,8230.71,False
PK-2024-02471,2024-02-22,C-0464,Punjab,Groceries,Online,JazzCash,3,37018.69,27699.9,9318.79,False
PK-2024-02466,2024-02-22,C-0540,Punjab,Sports,Online,Easypaisa,2,57321.48,46285.48,11036.0,False
PK-2024-01997,2024-02-22,C-0589,Balochistan,Groceries,Online,JazzCash,3,41844.69,34658.8,7185.89,False
PK-2024-02163,2024-02-23,C-0362,Punjab,Home & Living,Online,Card,2,13571.43,11149.34,2422.1,False
PK-2024-02313,2024-02-23,C-0510,KPK,Groceries,Wholesale,JazzCash,4,54659.64,43992.49,10667.15,False
PK-2024-01655,2024-02-23,C-0524,KPK,Fashion,Wholesale,Cash on Delivery,1,15745.1,12576.92,3168.18,False
PK-2024-01465,2024-02-23,C-0396,Sindh,Electronics,Online,Easypaisa,3,26637.72,18857.68,7780.04,False
PK-2024-02050,2024-02-24,C-0023,Sindh,Electronics,Online,JazzCash,2,25037.86,20049.81,4988.05,False
PK-2024-01728,2024-02-24,C-0122,KPK,Electronics,Online,Cash on Delivery,1,12769.27,9957.77,2811.51,False
PK-2024-01646,2024-02-24,C-0534,KPK,Groceries,Mobile App,Easypaisa,3,30897.5,25456.12,5441.38,False
PK-2024-00197,2024-02-24,C-0726,Islamabad,Home & Living,In-Store,Cash on Delivery,3,34834.39,29366.28,5468.11,False
PK-2024-00700,2024-02-24,C-0385,Punjab,Fashion,Wholesale,Card,4,64667.31,50474.96,14192.35,False
PK-2024-01843,2024-02-24,C-0852,Sindh,Electronics,Online,Card,4,75331.48,55793.69,19537.79,False
PK-2024-00284,2024-02-24,C-0813,Sindh,Electronics,In-Store,Card,1,9501.12,7763.78,1737.34,False
PK-2024-02237,2024-02-25,C-0005,Punjab,Electronics,In-Store,Easypaisa,1,6681.76,5204.66,1477.11,False
PK-2024-01217,2024-02-25,C-0412,Sindh,Sports,Mobile App,Card,2,47260.96,35839.11,11421.85,False
PK-2024-01922,2024-02-25,C-0093,Punjab,Electronics,Mobile App,Card,3,49009.37,37385.93,11623.43,False
PK-2024-02032,2024-02-25,C-0719,Balochistan,Sports,Online,JazzCash,3,30022.33,23789.47,6232.86,False
PK-2024-01242,2024-02-25,C-0062,Sindh,Fashion,In-Store,Cash on Delivery,2,48314.06,40628.35,7685.71,False
PK-2024-00251,2024-02-26,C-0096,Punjab,Groceries,Online,Card,4,16821.32,12395.3,4426.01,False
PK-2024-01982,2024-02-26,C-0756,Punjab,Beauty & Personal Care,Online,Card,1,9034.72,7511.01,1523.71,False
PK-2024-02346,2024-02-26,C-0122,Punjab,Fashion,Mobile App,Card,4,17667.37,13901.73,3765.63,False
PK-2024-02366,2024-02-26,C-0764,Punjab,Electronics,Mobile App,Easypaisa,1,9370.93,7259.76,2111.17,False
PK-2024-00819,2024-02-26,C-0066,KPK,Beauty & Personal Care,Mobile App,Card,3,35564.94,26572.45,8992.49,False
PK-2024-00347,2024-02-27,C-0619,Balochistan,Home & Living,Online,Cash on Delivery,4,17234.46,13242.75,3991.71,False
PK-2024-02218,2024-02-27,C-0351,Punjab,Beauty & Personal Care,Wholesale,Easypaisa,2,16069.2,13037.71,3031.49,False
PK-2024-01946,2024-02-27,C-0030,Punjab,Groceries,Mobile App,Card,4,57474.13,45663.0,11811.13,False
PK-2024-01545,2024-02-27,C-0671,KPK,Electronics,In-Store,Card,2,25436.41,20202.58,5233.83,False
PK-2024-02316,2024-02-27,C-0412,Islamabad,Beauty & Personal Care,Online,Card,4,41426.26,30889.25,10537.01,False
PK-2024-00312,2024-02-28,C-0542,Punjab,Home & Living,In-Store,Cash on Delivery,4,32868.59,26667.95,6200.64,False
PK-2024-01437,2024-02-28,C-0738,Balochistan,Others,Mobile App,JazzCash,1,13356.67,9567.83,3788.84,False
PK-2024-01789,2024-02-28,C-0299,Sindh,Fashion,Online,Easypaisa,4,106363.6,79135.61,27227.99,True
PK-2024-01863,2024-02-28,C-0329,Sindh,Fashion,In-Store,Cash on Delivery,2,17740.53,14147.76,3592.77,False
PK-2024-00824,2024-02-29,C-0663,Islamabad,Electronics,Mobile App,Cash on Delivery,4,31613.89,22672.51,8941.38,False
PK-2024-00772,2024-02-29,C-0489,Sindh,Fashion,Mobile App,Easypaisa,4,31448.17,24105.08,7343.08,False
PK-2024-02149,2024-02-29,C-0701,Sindh,Home & Living,Online,Easypaisa,4,49723.65,37817.11,11906.55,False
PK-2024-00665,2024-02-29,C-0104,Sindh,Electronics,In-Store,Cash on Delivery,1,11847.61,9702.01,2145.6,False
PK-2024-00001,2024-02-29,C-0413,Punjab,Home & Living,Online,Cash on Delivery,4,17791.29,12797.6,4993.68,False
PK-2024-02356,2024-03-01,C-0704,Sindh,Home & Living,Online,Card,2,28437.96,22377.59,6060.37,False
PK-2024-00151,2024-03-01,C-0506,KPK,Home & Living,In-Store,Cash on Delivery,1,7029.31,5372.01,1657.3,False
PK-2024-02338,2024-03-01,C-0143,Punjab,Home & Living,Mobile App,Cash on Delivery,3,35336.58,28853.54,6483.03,True
PK-2024-01129,2024-03-02,C-0747,KPK,Electronics,In-Store,Card,4,27158.93,21392.4,5766.53,False
PK-2024-00510,2024-03-02,C-0830,KPK,Groceries,Wholesale,Easypaisa,3,37656.54,29387.44,8269.1,False
PK-2024-00928,2024-03-02,C-0798,Islamabad,Others,In-Store,JazzCash,1,11924.45,8784.39,3140.05,False
PK-2024-02070,2024-03-02,C-0161,Sindh,Fashion,Online,Card,1,7916.55,5937.07,1979.48,False
PK-2024-01016,2024-03-02,C-0038,Punjab,Electronics,Online,Card,4,57855.83,44118.65,13737.18,False
PK-2024-00761,2024-03-02,C-0713,Punjab,Beauty & Personal Care,Wholesale,Card,1,28274.04,22265.06,6008.99,False
PK-2024-00351,2024-03-03,C-0212,Punjab,Electronics,Online,Card,3,36680.03,29247.8,7432.22,False
PK-2024-00116,2024-03-03,C-0716,Punjab,Beauty & Personal Care,Online,Card,1,18339.69,15087.08,3252.6,False
PK-2024-01835,2024-03-04,C-0830,Punjab,Fashion,In-Store,Cash on Delivery,3,19609.75,15305.68,4304.07,False
PK-2024-02392,2024-03-04,C-0807,Balochistan,Fashion,Online,Card,4,40230.22,30949.6,9280.62,False
PK-2024-01987,2024-03-04,C-0389,Sindh,Electronics,Online,Card,3,21983.22,16474.83,5508.39,False
PK-2024-02449,2024-03-04,C-0401,KPK,Groceries,Online,JazzCash,1,8743.98,7279.28,1464.7,False
PK-2024-01524,2024-03-04,C-0853,Balochistan,Electronics,Online,Cash on Delivery,4,50527.86,37775.88,12751.98,False
PK-2024-01718,2024-03-05,C-0709,KPK,Groceries,Mobile App,JazzCash,3,27751.54,22724.37,5027.17,False
PK-2024-00930,2024-03-05,C-0863,Sindh,Electronics,Online,JazzCash,2,40760.28,32845.27,7915.01,False
PK-2024-00050,2024-03-05,C-0131,Islamabad,Fashion,Online,Card,4,41602.72,34364.38,7238.34,False
PK-2024-01647,2024-03-05,C-0543,Punjab,Sports,Mobile App,Easypaisa,4,29666.84,25253.91,4412.93,False
PK-2024-01298,2024-03-05,C-0553,Punjab,Electronics,In-Store,Easypaisa,1,18874.76,16226.07,2648.69,False
PK-2024-00451,2024-03-05,C-0639,KPK,Beauty & Personal Care,Online,Easypaisa,4,29635.46,22939.18,6696.28,False
PK-2024-01073,2024-03-06,C-0287,Punjab,Home & Living,Online,JazzCash,3,42456.59,33048.35,9408.24,False
PK-2024-01470,2024-03-06,C-0067,Punjab,Beauty & Personal Care,Online,Cash on Delivery,3,23822.21,19174.19,4648.02,False
PK-2024-01221,2024-03-06,C-0514,KPK,Sports,Online,Card,3,33253.88,27273.67,5980.21,False
PK-2024-02319,2024-03-06,C-0149,Islamabad,Groceries,In-Store,Cash on Delivery,4,44933.01,36369.63,8563.38,False
PK-2024-00136,2024-03-06,C-0758,Punjab,Fashion,In-Store,JazzCash,2,24723.81,19056.06,5667.75,False
PK-2024-02087,2024-03-07,C-0192,Punjab,Sports,In-Store,Easypaisa,1,17697.49,14014.8,3682.68,False
PK-2024-01750,2024-03-07,C-0170,Balochistan,Groceries,Online,Easypaisa,2,24619.85,19184.26,5435.59,False
PK-2024-01165,2024-03-07,C-0369,Sindh,Home & Living,Online,Cash on Delivery,3,46795.15,36843.82,9951.33,False
PK-2024-00462,2024-03-07,C-0690,Punjab,Electronics,Online,Cash on Delivery,4,42367.28,36473.08,5894.2,False
PK-2024-01431,2024-03-07,C-0829,Sindh,Fashion,Mobile App,Cash on Delivery,4,44142.56,35432.88,8709.69,False
PK-2024-02245,2024-03-08,C-0756,Punjab,Home & Living,Online,Easypaisa,3,42780.65,33321.59,9459.06,False
PK-2024-01850,2024-03-08,C-0035,Islamabad,Electronics,Online,Card,3,25909.99,19927.41,5982.58,False
PK-2024-02437,2024-03-08,C-0159,KPK,Home & Living,Online,Card,2,40699.44,30090.77,10608.67,False
PK-2024-02025,2024-03-08,C-0314,Sindh,Home & Living,Mobile App,Cash on Delivery,4,53526.6,42992.34,10534.26,False
PK-2024-00546,2024-03-08,C-0045,Punjab,Fashion,Online,Easypaisa,4,45913.6,36382.67,9530.93,False
PK-2024-01876,2024-03-08,C-0445,Punjab,Home & Living,Online,Easypaisa,1,11770.59,9079.33,2691.26,False
PK-2024-01213,2024-03-08,C-0204,KPK,Sports,Online,Easypaisa,2,22623.59,17898.95,4724.64,False
PK-2024-01148,2024-03-09,C-0794,Sindh,Home & Living,Online,Easypaisa,1,14769.85,12378.47,2391.38,False
PK-2024-01749,2024-03-09,C-0269,Sindh,Groceries,Online,Cash on Delivery,1,18908.95,15649.45,3259.5,False
PK-2024-01594,2024-03-09,C-0737,KPK,Beauty & Personal Care,Mobile App,JazzCash,4,33854.02,25610.85,8243.17,False
PK-2024-01117,2024-03-09,C-0144,Punjab,Home & Living,Online,Card,2,16491.82,13454.06,3037.76,False
PK-2024-01964,2024-03-09,C-0624,Punjab,Fashion,In-Store,Card,1,9068.74,7125.25,1943.48,False
PK-2024-02170,2024-03-10,C-0393,KPK,Electronics,Wholesale,Card,1,9785.16,7815.27,1969.9,False
PK-2024-00045,2024-03-10,C-0335,Punjab,Sports,Wholesale,Card,2,19497.37,13913.75,5583.62,False
PK-2024-00767,2024-03-10,C-0104,Sindh,Home & Living,In-Store,Card,4,133954.78,98696.8,35257.98,False
PK-2024-01389,2024-03-10,C-0466,Punjab,Beauty & Personal Care,Online,Card,2,25434.34,20423.12,5011.22,False
PK-2024-01071,2024-03-10,C-0303,Sindh,Electronics,Online,Card,4,26805.5,20324.97,6480.52,False
PK-2024-00132,2024-03-10,C-0349,Islamabad,Electronics,Online,Cash on Delivery,2,15699.97,12367.57,3332.4,False
PK-2024-01654,2024-03-10,C-0488,Sindh,Beauty & Personal Care,Wholesale,Card,3,16654.95,13012.66,3642.3,False
PK-2024-02351,2024-03-11,C-0788,Sindh,Home & Living,Mobile App,JazzCash,3,41413.86,34640.18,6773.67,False
PK-2024-01816,2024-03-11,C-0804,Balochistan,Sports,Online,Card,4,30967.6,24122.49,6845.12,False
PK-2024-00985,2024-03-11,C-0306,Punjab,Electronics,Online,Cash on Delivery,3,16376.39,12782.43,3593.95,False
PK-2024-02142,2024-03-11,C-0784,Punjab,Groceries,Mobile App,JazzCash,3,43787.63,32175.5,11612.13,False
PK-2024-00829,2024-03-11,C-0820,Punjab,Electronics,Mobile App,Cash on Delivery,4,58925.77,49257.92,9667.84,False
PK-2024-01253,2024-03-12,C-0446,Punjab,Groceries,In-Store,Cash on Delivery,4,55398.94,43591.19,11807.75,False
PK-2024-00643,2024-03-12,C-0740,Balochistan,Groceries,Online,JazzCash,2,34008.66,25946.47,8062.19,False
PK-2024-01651,2024-03-12,C-0567,KPK,Electronics,Online,Easypaisa,3,20442.54,15933.9,4508.64,False
PK-2024-01142,2024-03-12,C-0811,Punjab,Home & Living,Wholesale,Card,3,48595.52,37658.9,10936.62,False
PK-2024-00629,2024-03-12,C-0532,Punjab,Electronics,In-Store,JazzCash,2,33632.58,25960.5,7672.08,False
PK-2024-01285,2024-03-13,C-0373,Sindh,Others,Online,Cash on Delivery,3,42938.03,34181.14,8756.89,False
PK-2024-01751,2024-03-14,C-0704,Punjab,Electronics,Mobile App,Cash on Delivery,1,8100.87,6330.23,1770.64,False
PK-2024-00298,2024-03-14,C-0357,Punjab,Beauty & Personal Care,Online,Easypaisa,3,28077.01,21643.2,6433.81,False
PK-2024-01043,2024-03-14,C-0051,Punjab,Fashion,Online,Cash on Delivery,4,55982.55,46830.55,9152.01,False
PK-2024-00695,2024-03-14,C-0812,Sindh,Electronics,Online,Easypaisa,3,37992.37,30889.83,7102.54,False
PK-2024-01708,2024-03-14,C-0824,Punjab,Others,Wholesale,Card,1,12133.92,8749.78,3384.14,False
PK-2024-00601,2024-03-14,C-0139,Punjab,Electronics,Online,Card,3,36320.2,28776.09,7544.11,False
PK-2024-00011,2024-03-15,C-0786,Punjab,Fashion,Mobile App,Easypaisa,1,10775.16,8920.42,1854.74,False
PK-2024-02444,2024-03-15,C-0338,Punjab,Beauty & Personal Care,In-Store,Cash on Delivery,2,25657.35,18440.98,7216.38,False
PK-2024-01258,2024-03-15,C-0536,Sindh,Home & Living,Online,Card,2,34045.3,28554.21,5491.09,False
PK-2024-02172,2024-03-15,C-0277,Punjab,Beauty & Personal Care,Mobile App,Cash on Delivery,2,20897.67,16440.12,4457.54,False
PK-2024-01162,2024-03-15,C-0498,KPK,Home & Living,In-Store,Easypaisa,2,17653.28,13910.89,3742.39,False
PK-2024-00557,2024-03-16,C-0741,KPK,Beauty & Personal Care,In-Store,Card,1,9111.87,6672.81,2439.06,False
PK-2024-02117,2024-03-16,C-0339,Sindh,Beauty & Personal Care,Online,Card,3,33733.75,28030.2,5703.56,False
PK-2024-02364,2024-03-16,C-0476,Sindh,Home & Living,Online,Card,4,42691.99,32382.86,10309.12,False
PK-2024-00331,2024-03-17,C-0055,Punjab,Home & Living,Online,Card,3,38235.41,30938.9,7296.51,False
PK-2024-02440,2024-03-17,C-0006,Sindh,Home & Living,Mobile App,Easypaisa,2,23836.27,19251.58,4584.69,False
PK-2024-02337,2024-03-17,C-0613,Punjab,Beauty & Personal Care,Mobile App,Card,2,16990.0,13054.53,3935.46,False
PK-2024-00278,2024-03-17,C-0345,Sindh,Sports,Mobile App,Card,2,53088.87,37441.12,15647.75,False
PK-2024-01909,2024-03-17,C-0856,Balochistan,Electronics,Online,Card,2,22960.43,18320.18,4640.26,False
PK-2024-00575,2024-03-18,C-0260,Sindh,Others,In-Store,Cash on Delivery,4,61148.47,46483.63,14664.84,False
PK-2024-01467,2024-03-18,C-0689,Punjab,Fashion,In-Store,Cash on Delivery,2,16033.46,12623.18,3410.28,True
PK-2024-00039,2024-03-18,C-0758,Balochistan,Beauty & Personal Care,In-Store,Card,1,9471.44,7087.61,2383.83,False
PK-2024-01269,2024-03-19,C-0752,Punjab,Beauty & Personal Care,In-Store,Easypaisa,3,42765.66,32711.51,10054.15,False
PK-2024-00820,2024-03-19,C-0650,Balochistan,Beauty & Personal Care,In-Store,Cash on Delivery,3,33623.3,26166.06,7457.24,False
PK-2024-00473,2024-03-19,C-0380,Punjab,Sports,In-Store,Card,4,52759.72,40759.22,12000.5,False
PK-2024-00677,2024-03-19,C-0606,Punjab,Electronics,Online,Easypaisa,2,20913.35,16246.87,4666.48,False
PK-2024-02324,2024-03-20,C-0512,KPK,Fashion,Online,Cash on Delivery,4,36097.34,25966.89,10130.45,False
PK-2024-00083,2024-03-20,C-0249,KPK,Beauty & Personal Care,In-Store,Card,4,33907.3,25746.05,8161.25,False
PK-2024-00176,2024-03-20,C-0839,Punjab,Home & Living,Online,Cash on Delivery,4,29404.9,23513.0,5891.9,False
PK-2024-02063,2024-03-21,C-0416,Punjab,Groceries,Online,Card,3,35049.21,27200.29,7848.92,False
PK-2024-00013,2024-03-21,C-0854,Punjab,Home & Living,Online,Easypaisa,2,8366.64,6401.81,1964.82,False
PK-2024-01067,2024-03-21,C-0706,Sindh,Groceries,Online,JazzCash,3,55633.43,45218.63,10414.81,False
PK-2024-01452,2024-03-21,C-0623,Punjab,Sports,In-Store,JazzCash,3,37353.27,29031.13,8322.15,False
PK-2024-00375,2024-03-22,C-0636,Balochistan,Fashion,Wholesale,Card,1,13710.54,11248.64,2461.9,False
PK-2024-01088,2024-03-22,C-0383,KPK,Fashion,In-Store,Easypaisa,1,6332.53,5047.93,1284.6,False
PK-2024-01279,2024-03-22,C-0465,KPK,Sports,In-Store,Easypaisa,4,37109.22,28715.14,8394.08,False
PK-2024-01745,2024-03-22,C-0178,Punjab,Beauty & Personal Care,Wholesale,Easypaisa,1,9185.49,7060.06,2125.43,False
PK-2024-00935,2024-03-22,C-0880,KPK,Electronics,Online,Card,4,48189.61,36794.27,11395.34,False
PK-2024-00886,2024-03-22,C-0223,Punjab,Home & Living,Online,Cash on Delivery,3,52674.19,39027.88,13646.32,False
PK-2024-01469,2024-03-23,C-0076,Punjab,Beauty & Personal Care,Online,Cash on Delivery,4,63145.53,45004.49,18141.04,False
PK-2024-00776,2024-03-23,C-0587,Punjab,Sports,Mobile App,Cash on Delivery,1,6672.98,5332.24,1340.74,False
PK-2024-00765,2024-03-23,C-0598,Sindh,Groceries,In-Store,Easypaisa,3,31334.89,24879.88,6455.0,False
PK-2024-01631,2024-03-23,C-0814,Punjab,Electronics,Online,Card,1,8555.17,6523.88,2031.28,False
PK-2024-01962,2024-03-23,C-0412,Punjab,Others,Mobile App,Easypaisa,2,31039.62,24532.54,6507.08,False
PK-2024-01879,2024-03-24,C-0446,KPK,Others,Mobile App,Cash on Delivery,1,14323.9,11436.6,2887.31,False
PK-2024-00934,2024-03-24,C-0819,Balochistan,Home & Living,Mobile App,JazzCash,1,10696.64,8700.85,1995.79,False
PK-2024-00064,2024-03-24,C-0561,KPK,Fashion,Wholesale,Cash on Delivery,2,18950.46,14037.14,4913.32,False
PK-2024-01186,2024-03-24,C-0330,Punjab,Groceries,In-Store,JazzCash,4,32780.45,25011.13,7769.32,False
PK-2024-02362,2024-03-24,C-0486,Punjab,Fashion,Online,Easypaisa,3,17361.06,13293.11,4067.95,False
PK-2024-02280,2024-03-25,C-0544,Balochistan,Electronics,Online,Card,2,27234.04,20796.18,6437.86,False
PK-2024-00925,2024-03-25,C-0195,Punjab,Electronics,Online,Card,1,10538.92,8340.8,2198.12,False
PK-2024-01006,2024-03-26,C-0844,Sindh,Groceries,Online,Card,1,12608.53,10099.7,2508.83,False
PK-2024-02051,2024-03-26,C-0294,KPK,Home & Living,Online,Cash on Delivery,1,29890.91,22933.26,6957.65,False
PK-2024-01630,2024-03-26,C-0338,Punjab,Beauty & Personal Care,Wholesale,Easypaisa,2,26441.73,21199.84,5241.89,False
PK-2024-02023,2024-03-26,C-0390,Balochistan,Electronics,Mobile App,Cash on Delivery,1,7840.79,6267.73,1573.06,False
PK-2024-01403,2024-03-27,C-0015,Punjab,Electronics,Online,Card,1,9759.99,7559.49,2200.49,False
PK-2024-02443,2024-03-28,C-0407,Balochistan,Electronics,Online,Card,1,5369.58,4219.79,1149.79,False
PK-2024-00497,2024-03-28,C-0229,Sindh,Groceries,Mobile App,Card,2,12684.0,9097.6,3586.4,False
PK-2024-02441,2024-03-28,C-0132,Islamabad,Home & Living,Online,Cash on Delivery,3,40116.35,30545.69,9570.66,True
PK-2024-00202,2024-03-28,C-0085,KPK,Electronics,In-Store,Easypaisa,1,8579.1,6046.11,2532.99,False
PK-2024-01935,2024-03-28,C-0325,Sindh,Groceries,Mobile App,Card,2,18434.34,14583.83,3850.51,False
PK-2024-00961,2024-03-28,C-0064,Punjab,Electronics,Online,Cash on Delivery,3,30417.65,23122.7,7294.95,False
PK-2024-00544,2024-03-28,C-0875,Sindh,Electronics,Mobile App,Easypaisa,2,14861.51,11807.7,3053.82,False
PK-2024-00222,2024-03-29,C-0840,Sindh,Beauty & Personal Care,Online,Card,3,28711.53,21660.19,7051.34,False
PK-2024-01525,2024-03-29,C-0656,KPK,Fashion,In-Store,JazzCash,4,36780.72,28784.54,7996.17,False
PK-2024-00404,2024-03-29,C-0574,KPK,Home & Living,Mobile App,JazzCash,3,23173.48,16522.19,6651.29,False
PK-2024-00530,2024-03-29,C-0842,Sindh,Electronics,Online,Card,3,84150.88,64802.57,19348.31,False
PK-2024-01473,2024-03-29,C-0355,Sindh,Home & Living,Mobile App,Cash on Delivery,2,39575.04,31359.02,8216.02,False
PK-2024-02264,2024-03-29,C-0757,Sindh,Home & Living,Mobile App,Card,3,34860.47,27383.82,7476.65,False
PK-2024-01224,2024-03-29,C-0325,Punjab,Home & Living,Online,Easypaisa,2,14440.1,11233.16,3206.94,False
PK-2024-00328,2024-03-29,C-0401,Punjab,Electronics,Online,Card,4,50861.5,37252.95,13608.55,False
PK-2024-00693,2024-03-29,C-0695,Punjab,Groceries,Online,JazzCash,2,20191.6,15400.15,4791.44,False
PK-2024-01735,2024-03-30,C-0524,Sindh,Electronics,Mobile App,Card,3,24758.91,19654.74,5104.17,False
PK-2024-02333,2024-03-30,C-0801,Sindh,Beauty & Personal Care,Online,Card,1,17832.68,13922.85,3909.84,True
PK-2024-00036,2024-03-30,C-0800,Punjab,Electronics,In-Store,Easypaisa,1,5880.58,4501.18,1379.4,False
PK-2024-01472,2024-03-31,C-0219,KPK,Home & Living,Mobile App,Cash on Delivery,1,8991.59,7010.53,1981.06,False
PK-2024-01633,2024-03-31,C-0586,Punjab,Electronics,Mobile App,Card,2,27266.89,21392.54,5874.35,False
PK-2024-01341,2024-03-31,C-0527,Balochistan,Home & Living,Mobile App,Easypaisa,3,31220.54,25730.73,5489.81,False
PK-2024-00181,2024-03-31,C-0517,Sindh,Fashion,In-Store,Card,1,7560.5,6047.11,1513.39,False
PK-2024-00204,2024-03-31,C-0155,KPK,Groceries,Wholesale,JazzCash,3,34743.1,27749.53,6993.57,False
PK-2024-00914,2024-03-31,C-0469,KPK,Beauty & Personal Care,Online,Card,1,5897.48,4316.29,1581.19,False
PK-2024-02247,2024-04-01,C-0726,Islamabad,Beauty & Personal Care,Online,Easypaisa,1,9604.78,7787.31,1817.46,False
PK-2024-00662,2024-04-01,C-0548,Sindh,Beauty & Personal Care,Online,Cash on Delivery,1,12363.24,9580.98,2782.25,False
PK-2024-01408,2024-04-01,C-0749,Punjab,Electronics,Wholesale,Easypaisa,2,15770.09,12241.53,3528.56,False
PK-2024-01393,2024-04-01,C-0481,Islamabad,Electronics,In-Store,Easypaisa,2,23074.63,19608.99,3465.64,False
PK-2024-01684,2024-04-01,C-0415,Islamabad,Groceries,Wholesale,JazzCash,3,69435.86,55543.26,13892.6,False
PK-2024-01206,2024-04-01,C-0536,KPK,Fashion,In-Store,Cash on Delivery,3,14235.77,11713.41,2522.36,False
PK-2024-01333,2024-04-02,C-0315,Balochistan,Electronics,Mobile App,Card,1,18590.47,14253.52,4336.95,False
PK-2024-01954,2024-04-02,C-0131,Punjab,Groceries,Mobile App,JazzCash,3,22905.75,16541.47,6364.28,False
PK-2024-02279,2024-04-02,C-0877,Punjab,Others,Online,Easypaisa,3,27073.38,21183.22,5890.16,False
PK-2024-00567,2024-04-02,C-0056,Punjab,Electronics,Online,Easypaisa,3,32326.21,25400.56,6925.65,False
PK-2024-01578,2024-04-02,C-0131,KPK,Home & Living,Online,JazzCash,4,37919.47,31023.99,6895.48,False
PK-2024-00194,2024-04-03,C-0867,Sindh,Fashion,In-Store,JazzCash,2,12655.26,8863.0,3792.26,False
PK-2024-00861,2024-04-03,C-0515,Islamabad,Electronics,Wholesale,Card,1,13091.71,9540.82,3550.89,False
